ID,ชนิด,รหัสสินค้า,"GTIN, UPC, EAN, or ISBN",ชื่อ,เผยแพร่แล้ว,เป็นรายการเด่นหรือไม่,การมองเห็นในแค็ตตาล็อก,คำอธิบายแบบย่อ,คำอธิบาย,วันเริ่มต้นลดราคา,วันสิ้นสุดการลดราคา,สถานะภาษี,กลุ่มภาษี,มีสินค้าในคลังสินค้า?,คลังสินค้า,สินค้าคงคลังเหลือน้อย,อนุญาตให้จองสินค้าหรือไม่,"จำกัดการขายแค่ 1 ชิ้นหรือไม่?","น้ำหนัก (กก.)","ยาว (เซนติเมตร)","กว้าง (เซนติเมตร)","สูง (เซนติเมตร)",เปิดให้ผู้ใช้รีวิวสินค้า?,บันทึกในการสั่งซื้อ,ราคาที่ลด,ราคาปกติ,หมวดหมู่,ป้ายกำกับ,ประเภทการจัดส่ง,ไฟล์รูปภาพ,ลิมิตจำนวนดาวน์โหลด,วันหมดอายุดาวน์โหลด,หลัก,สินค้ากลุ่ม,Up-sells,Cross-sells,"URL ภายนอก",ข้อความของปุ่ม,ตำแหน่ง,แบรนด์,"Product Swatch Type","Product Swatch Type Options","Product Brands","ชื่อคุณสมบัติ 1","ค่าคุณสมบัติ 1 ","คุณสมบัติภายนอกที่เห็นได้ 1","คุณสมบัติทั่วไป 1"
\n&nbsp;",,,taxable,,1,,,0,0,0.1,10,10,1,0,,,30,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > CANNON / XLR, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,https://sahakhun.com/wp-content/uploads/2024/11/912C09.jpg,,,,,,,,,0,,,,,,,,
3586,simple,911G501,,"ปลั๊กเยอรมัน 5 ขา ท้ายยางพลาสติก",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ ไม่มีไม่ติดๆดับๆ
\n
\n• ใช้งานได้ง่าย
\n
\n• ทนทานต่อความร้อนได้ดี
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,0.1,10,10,1,0,,,5,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > DIN GEMAN, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,https://sahakhun.com/wp-content/uploads/2024/11/911G501.jpg,,,,,,,,,0,,,,,,,,
3590,simple,912G501,,"แจ๊คเยอรมัน 5 ขา ด้ามยาง",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ ไม่มีไม่ติดๆดับๆ
\n
\n• ใช้งานได้ง่าย
\n
\n• ทนทานต่อความร้อนได้ดี
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,0.1,10,10,1,0,,,5,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > DIN GEMAN, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,https://sahakhun.com/wp-content/uploads/2024/11/912G501.jpg,,,,,,,,,0,,,,,,,,
3592,simple,912G801,,"แจ๊คเยอรมัน 8 ขา ด้ามยาง",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ ไม่มีไม่ติดๆดับๆ
\n
\n• ใช้งานได้ง่าย
\n
\n• ทนทานต่อความร้อนได้ดี
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,0.1,10,10,1,0,,,6,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > DIN GEMAN, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,https://sahakhun.com/wp-content/uploads/2024/11/912G801.jpg,,,,,,,,,0,,,,,,,,
3594,simple,911MM07,,"ปลั๊กไมค์ MONO ด้ามเหล็ก สีเงิน มีสปริง",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ ไม่มีไม่ติดๆดับๆ
\n
\n• ใช้งานได้ง่าย
\n
\n• ทนทานต่อความร้อนได้ดี
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,0,,,0,0,0.1,10,10,1,0,,,12,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > PHONE CONNECTOR 6.35mm., คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,https://sahakhun.com/wp-content/uploads/2024/11/911MM07.jpg,,,,,,,,,0,,,,,,,,
3597,variable,911MM12,,"ปลั๊กไมค์ MONO ท้ายยางดำ/น้ำเงิน/เขียว/แดง/เหลือง MITSUMI",1,0,visible,,"<p data-pm-slice=""0 0 []"">รายละเอียดสินค้า</p>
\n• สินค้าดีมีคุณภาพ ไม่มีไม่ติดๆดับๆ
\n
\n• ใช้งานได้ง่าย
\n
\n• ทนทานต่อความร้อนได้ดี
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ
\n
\n&nbsp;",,,taxable,,1,,,0,0,0.1,10,10,1,0,,,,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > PHONE CONNECTOR 6.35mm., คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,"https://sahakhun.com/wp-content/uploads/2024/11/911MM12-mix.jpg, https://sahakhun.com/wp-content/uploads/2024/11/911MM12-1.jpg, https://sahakhun.com/wp-content/uploads/2024/11/911MM12-2.jpg, https://sahakhun.com/wp-content/uploads/2024/11/911MM12-3.jpg, https://sahakhun.com/wp-content/uploads/2024/11/911MM12-4.jpg, https://sahakhun.com/wp-content/uploads/2024/11/911MM12-5.jpg",,,,,,,,,0,,,,,Color,"ดำ, เขียว, น้ำเงิน, เหลือง, แดง",1,0
3604,simple,911MM17EX,,"ปลั๊กไมค์ MONO ท้ายยาง ด้ามงอ (อย่างดี) MITSUMI EXTRA",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ ไม่มีไม่ติดๆดับๆ
\n
\n• ใช้งานได้ง่าย
\n
\n• ทนทานต่อความร้อนได้ดี
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,0.1,10,10,1,0,,,48,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > PHONE CONNECTOR 6.35mm., คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,https://sahakhun.com/wp-content/uploads/2024/11/911MM17EX.jpg,,,,,,,,,0,,,,,,,,
3606,simple,911MM21EX,,"ปลั๊กไมค์ MONO ทอง ด้ามเหล็กนิกเกิ้ลดำ (อย่างดี) MITSUMI EXTRA",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ ไม่มีไม่ติดๆดับๆ
\n
\n• ใช้งานได้ง่าย
\n
\n• ทนทานต่อความร้อนได้ดี
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,0.1,10,10,1,0,,,80,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > PHONE CONNECTOR 6.35mm., คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,https://sahakhun.com/wp-content/uploads/2024/11/911MM21EX.jpg,,,,,,,,,0,,,,,,,,
3608,simple,911MM22EX,,"ปลั๊กไมค์ MONO ทอง ด้ามเหล็กสีดำ (อย่างดี) MITSUMI EXTRA",1,0,visible,,"<p data-pm-slice=""0 0 []"">รายละเอียดสินค้า</p>
\n• สินค้าดีมีคุณภาพ ไม่มีไม่ติดๆดับๆ
\n
\n• ใช้งานได้ง่าย
\n
\n• ทนทานต่อความร้อนได้ดี
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,0.1,10,10,1,0,,,72,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > PHONE CONNECTOR 6.35mm., คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,https://sahakhun.com/wp-content/uploads/2024/11/911MM22EX.jpg,,,,,,,,,0,,,,,,,,
3610,simple,911MM23EX,,"ปลั๊กไมค์ MONO เงิน ด้ามเหล็กสีขาว (อย่างดี) MITSUMI EXTRA",1,0,visible,,"รายละเอียดสินค้า
